video_id,video_path,split,exercise_type,quality_label,has_knees_forward,has_knees_inward,knees_forward_segments,knees_inward_segments,annotated_error_segments,frame_count,fps,width,height,duration_seconds
46654_2,videos_squat/46654_2.mp4,val,squat,knees_forward,True,False,"[[0.46, 1.65]]",[],1,64,30.0,480,600,2.1333333333333333
46655_1,videos_squat/46655_1.mp4,test,squat,knees_forward,True,False,"[[5.56, 6.31]]",[],1,195,30.0,480,600,6.5
46660_1,videos_squat/46660_1.mp4,train,squat,knees_forward,True,False,"[[1.48, 3.14]]",[],1,99,30.0,480,600,3.3
46667_4,videos_squat/46667_4.mp4,train,squat,no_annotated_error,False,False,[],[],0,88,30.0,480,600,2.933333333333333
46669_2,videos_squat/46669_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,175,30.0,480,852,5.833333333333333
46677_1,videos_squat/46677_1.mp4,train,squat,knees_forward,True,False,"[[2.34, 3.98]]",[],1,230,30.0,480,480,7.666666666666667
46684_1,videos_squat/46684_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[0.97, 2.28], [3.11, 4.26]]","[[2.06, 3.4]]",3,197,30.0,480,600,6.566666666666666
46685_2,videos_squat/46685_2.mp4,test,squat,knees_inward,False,True,[],"[[1.61, 2.21]]",1,84,30.0,480,480,2.8
46701_1,videos_squat/46701_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[1.4, 3.69]]","[[2.75, 3.63]]",2,119,30.0,480,480,3.966666666666667
46706_1,videos_squat/46706_1.mp4,train,squat,knees_inward,False,True,[],"[[3.34, 4.44]]",1,157,30.0,480,480,5.233333333333333
46709_1,videos_squat/46709_1.mp4,train,squat,knees_forward,True,False,"[[2.81, 3.55]]",[],1,112,30.0,480,480,3.7333333333333334
46714_1,videos_squat/46714_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,80,30.0,480,360,2.6666666666666665
46723_2,videos_squat/46723_2.mp4,val,squat,no_annotated_error,False,False,[],[],0,405,30.0,480,600,13.5
46724_5,videos_squat/46724_5.mp4,train,squat,knees_forward,True,False,"[[1.88, 2.53]]",[],1,121,30.0,480,600,4.033333333333333
46725_1,videos_squat/46725_1.mp4,val,squat,knees_forward,True,False,"[[1.0, 2.85]]",[],1,117,30.0,480,600,3.9
46726_4,videos_squat/46726_4.mp4,train,squat,no_annotated_error,False,False,[],[],0,90,30.0,480,600,3.0
46732_1,videos_squat/46732_1.mp4,train,squat,knees_forward,True,False,"[[0.49, 2.69]]",[],1,88,30.0,480,600,2.933333333333333
46734_1,videos_squat/46734_1.mp4,train,squat,knees_forward,True,False,"[[2.15, 2.98]]",[],1,101,30.0,480,480,3.3666666666666667
46745_2,videos_squat/46745_2.mp4,val,squat,knees_forward,True,False,"[[0.91, 1.32]]",[],1,59,30.0,480,480,1.9666666666666666
46749_4,videos_squat/46749_4.mp4,train,squat,knees_forward,True,False,"[[1.02, 2.66]]",[],1,85,30.0,480,270,2.8333333333333335
46755_1,videos_squat/46755_1.mp4,train,squat,knees_forward,True,False,"[[2.83, 3.44]]",[],1,113,30.0,480,480,3.7666666666666666
46758_3,videos_squat/46758_3.mp4,val,squat,knees_forward,True,False,"[[2.27, 3.28]]",[],1,105,30.0,480,600,3.5
46762_2,videos_squat/46762_2.mp4,test,squat,knees_forward,True,False,"[[2.04, 3.55]]",[],1,112,30.0,480,480,3.7333333333333334
46772_1,videos_squat/46772_1.mp4,train,squat,knees_forward,True,False,"[[2.78, 6.78]]",[],1,264,30.0,480,592,8.8
46773_3,videos_squat/46773_3.mp4,train,squat,knees_forward,True,False,"[[1.16, 3.08]]",[],1,107,30.0,480,272,3.566666666666667
46774_8,videos_squat/46774_8.mp4,train,squat,knees_forward,True,False,"[[1.31, 2.71]]",[],1,104,30.0,480,600,3.466666666666667
46777_1,videos_squat/46777_1.mp4,train,squat,knees_forward,True,False,"[[1.55, 1.98]]",[],1,73,30.0,480,600,2.433333333333333
46779_4,videos_squat/46779_4.mp4,train,squat,multiple_annotated_errors,True,True,"[[0.76, 1.7]]","[[1.3, 1.9]]",2,76,30.0,480,600,2.533333333333333
46782_3,videos_squat/46782_3.mp4,val,squat,knees_forward,True,False,"[[2.17, 3.14]]",[],1,123,30.0,480,600,4.1
46787_1,videos_squat/46787_1.mp4,val,squat,knees_forward,True,False,"[[2.94, 3.86]]",[],1,117,30.0,480,480,3.9
46810_8,videos_squat/46810_8.mp4,train,squat,multiple_annotated_errors,True,True,"[[0.64, 2.45]]","[[1.4, 2.17]]",2,80,30.0,480,480,2.6666666666666665
46820_1,videos_squat/46820_1.mp4,val,squat,no_annotated_error,False,False,[],[],0,128,30.0,480,600,4.266666666666667
46827_5,videos_squat/46827_5.mp4,train,squat,knees_forward,True,False,"[[0.74, 1.9]]",[],1,66,30.0,480,480,2.2
46839_1,videos_squat/46839_1.mp4,train,squat,knees_forward,True,False,"[[2.77, 6.09]]",[],1,192,30.0,480,600,6.4
46850_1,videos_squat/46850_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,110,30.0,480,600,3.6666666666666665
46856_1,videos_squat/46856_1.mp4,test,squat,knees_forward,True,False,"[[2.33, 4.27]]",[],1,133,30.0,480,480,4.433333333333334
46865_1,videos_squat/46865_1.mp4,train,squat,knees_forward,True,False,"[[0.72, 2.31]]",[],1,76,30.0,480,600,2.533333333333333
46868_1,videos_squat/46868_1.mp4,val,squat,knees_forward,True,False,"[[0.8, 1.71]]",[],1,76,30.0,480,480,2.533333333333333
46869_2,videos_squat/46869_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,100,30.0,480,324,3.3333333333333335
46876_1,videos_squat/46876_1.mp4,train,squat,knees_forward,True,False,"[[0.87, 2.09]]",[],1,82,30.0,480,600,2.7333333333333334
46877_1,videos_squat/46877_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,147,30.0,480,480,4.9
46881_1,videos_squat/46881_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,150,30.0,480,480,5.0
46889_5,videos_squat/46889_5.mp4,train,squat,no_annotated_error,False,False,[],[],0,100,30.0,480,600,3.3333333333333335
46895_1,videos_squat/46895_1.mp4,train,squat,knees_forward,True,False,"[[3.36, 4.29]]",[],1,135,30.0,480,480,4.5
46896_3,videos_squat/46896_3.mp4,train,squat,no_annotated_error,False,False,[],[],0,99,30.0,480,346,3.3
46900_3,videos_squat/46900_3.mp4,test,squat,knees_forward,True,False,"[[0.73, 2.38]]",[],1,85,30.0,480,480,2.8333333333333335
46904_6,videos_squat/46904_6.mp4,train,squat,knees_forward,True,False,"[[2.35, 4.14]]",[],1,128,30.0,480,480,4.266666666666667
46909_6,videos_squat/46909_6.mp4,train,squat,knees_forward,True,False,"[[1.0, 2.03]]",[],1,83,30.0,480,270,2.7666666666666666
46914_2,videos_squat/46914_2.mp4,train,squat,knees_forward,True,False,"[[0.61, 2.53]]",[],1,82,30.0,480,600,2.7333333333333334
46916_1,videos_squat/46916_1.mp4,train,squat,knees_forward,True,False,"[[0.73, 1.84]]",[],1,100,30.0,480,480,3.3333333333333335
46920_16,videos_squat/46920_16.mp4,train,squat,no_annotated_error,False,False,[],[],0,49,30.0,480,600,1.6333333333333333
46921_1,videos_squat/46921_1.mp4,train,squat,knees_forward,True,False,"[[4.14, 7.11]]",[],1,216,30.0,480,480,7.2
46923_2,videos_squat/46923_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,66,30.0,480,600,2.2
46939_1,videos_squat/46939_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,63,30.0,480,600,2.1
46946_5,videos_squat/46946_5.mp4,val,squat,knees_forward,True,False,"[[1.36, 2.76]]",[],1,99,30.0,480,600,3.3
46958_6,videos_squat/46958_6.mp4,val,squat,multiple_annotated_errors,True,True,"[[1.47, 2.07]]","[[1.17, 1.91]]",2,65,30.0,480,480,2.1666666666666665
46984_2,videos_squat/46984_2.mp4,val,squat,knees_forward,True,False,"[[7.07, 11.23]]",[],1,362,30.0,480,600,12.066666666666666
46986_2,videos_squat/46986_2.mp4,train,squat,multiple_annotated_errors,True,True,"[[2.92, 4.14]]","[[2.26, 3.82]]",2,130,30.0,480,270,4.333333333333333
47003_5,videos_squat/47003_5.mp4,train,squat,knees_forward,True,False,"[[0.82, 1.83]]",[],1,94,30.0,480,270,3.1333333333333333
47004_1,videos_squat/47004_1.mp4,train,squat,knees_forward,True,False,"[[6.76, 7.88]]",[],1,239,30.0,480,600,7.966666666666667
47014_4,videos_squat/47014_4.mp4,train,squat,knees_forward,True,False,"[[1.97, 2.63]]",[],1,87,30.0,480,600,2.9
47017_1,videos_squat/47017_1.mp4,val,squat,knees_forward,True,False,"[[0.96, 2.29]]",[],1,95,30.0,480,600,3.1666666666666665
47018_1,videos_squat/47018_1.mp4,val,squat,knees_forward,True,False,"[[1.92, 3.53]]",[],1,116,30.0,480,600,3.8666666666666667
47019_1,videos_squat/47019_1.mp4,train,squat,knees_forward,True,False,"[[0.79, 2.81]]",[],1,90,30.0,480,480,3.0
47020_1,videos_squat/47020_1.mp4,test,squat,knees_forward,True,False,"[[3.06, 3.78]]",[],1,120,30.0,480,600,4.0
47021_2,videos_squat/47021_2.mp4,train,squat,multiple_annotated_errors,True,True,"[[2.3, 3.65]]","[[1.84, 3.49]]",2,118,30.0,480,480,3.933333333333333
47022_2,videos_squat/47022_2.mp4,train,squat,knees_forward,True,False,"[[0.74, 2.42]]",[],1,83,30.0,480,600,2.7666666666666666
47048_1,videos_squat/47048_1.mp4,test,squat,knees_forward,True,False,"[[3.24, 5.38]]",[],1,165,30.0,480,600,5.5
47049_2,videos_squat/47049_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,58,30.0,480,600,1.9333333333333333
47050_2,videos_squat/47050_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,73,30.0,480,270,2.433333333333333
47054_1,videos_squat/47054_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[1.14, 4.41]]","[[2.19, 3.53]]",2,139,30.0,480,480,4.633333333333334
47057_1,videos_squat/47057_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[1.1, 4.34]]","[[2.16, 4.06]]",2,181,30.0,480,600,6.033333333333333
47080_2,videos_squat/47080_2.mp4,val,squat,knees_forward,True,False,"[[2.48, 2.95]]",[],1,103,30.0,480,480,3.433333333333333
47093_1,videos_squat/47093_1.mp4,train,squat,knees_forward,True,False,"[[0.73, 2.27]]",[],1,77,30.0,480,600,2.566666666666667
47099_1,videos_squat/47099_1.mp4,train,squat,knees_inward,False,True,[],"[[1.59, 2.53]]",1,88,30.0,480,600,2.933333333333333
47107_1,videos_squat/47107_1.mp4,train,squat,knees_forward,True,False,"[[3.48, 7.07]]",[],1,230,30.0,480,270,7.666666666666667
47112_3,videos_squat/47112_3.mp4,train,squat,knees_forward,True,False,"[[0.65, 1.82]]",[],1,63,30.0,480,852,2.1
47117_1,videos_squat/47117_1.mp4,test,squat,no_annotated_error,False,False,[],[],0,104,30.0,480,480,3.466666666666667
47124_2,videos_squat/47124_2.mp4,test,squat,no_annotated_error,False,False,[],[],0,83,30.0,480,480,2.7666666666666666
47128_1,videos_squat/47128_1.mp4,val,squat,multiple_annotated_errors,True,True,"[[2.66, 4.18]]","[[1.8, 3.72]]",2,131,30.0,480,270,4.366666666666666
47130_1,videos_squat/47130_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,115,30.0,480,480,3.8333333333333335
47134_8,videos_squat/47134_8.mp4,train,squat,knees_forward,True,False,"[[0.93, 2.92]]",[],1,102,30.0,480,480,3.4
47138_2,videos_squat/47138_2.mp4,train,squat,knees_forward,True,False,"[[3.14, 4.33]]",[],1,135,30.0,480,480,4.5
47140_1,videos_squat/47140_1.mp4,train,squat,knees_forward,True,False,"[[4.29, 5.03]]",[],1,204,30.0,480,480,6.8
47145_1,videos_squat/47145_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[2.38, 3.88]]","[[1.96, 3.37]]",2,122,30.0,480,600,4.066666666666666
47151_2,videos_squat/47151_2.mp4,train,squat,knees_forward,True,False,"[[2.19, 2.77]]",[],1,87,30.0,480,480,2.9
47153_3,videos_squat/47153_3.mp4,train,squat,knees_forward,True,False,"[[2.18, 4.54]]",[],1,146,30.0,480,480,4.866666666666666
47168_5,videos_squat/47168_5.mp4,train,squat,knees_forward,True,False,"[[1.61, 2.4]]",[],1,75,30.0,480,600,2.5
47186_5,videos_squat/47186_5.mp4,train,squat,no_annotated_error,False,False,[],[],0,60,30.0,480,600,2.0
47193_2,videos_squat/47193_2.mp4,val,squat,no_annotated_error,False,False,[],[],0,122,30.0,480,480,4.066666666666666
47194_1,videos_squat/47194_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[1.38, 3.31]]","[[1.52, 3.02]]",2,110,30.0,480,480,3.6666666666666665
47199_1,videos_squat/47199_1.mp4,train,squat,knees_forward,True,False,"[[1.24, 2.2]]",[],1,84,30.0,480,600,2.8
47205_2,videos_squat/47205_2.mp4,train,squat,knees_forward,True,False,"[[2.4, 3.38]]",[],1,105,30.0,480,600,3.5
47209_2,videos_squat/47209_2.mp4,train,squat,knees_forward,True,False,"[[1.88, 3.04]]",[],1,107,30.0,480,270,3.566666666666667
47223_1,videos_squat/47223_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[4.16, 5.02]]","[[3.04, 4.54]]",2,156,30.0,480,600,5.2
47224_2,videos_squat/47224_2.mp4,test,squat,knees_forward,True,False,"[[1.59, 3.16]]",[],1,101,30.0,480,480,3.3666666666666667
47227_5,videos_squat/47227_5.mp4,train,squat,no_annotated_error,False,False,[],[],0,107,30.0,480,600,3.566666666666667
47234_2,videos_squat/47234_2.mp4,val,squat,knees_forward,True,False,"[[6.93, 9.18]]",[],1,281,30.0,480,480,9.366666666666667
47239_1,videos_squat/47239_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[0.87, 2.19], [2.26, 3.39]]","[[1.84, 3.25]]",3,106,30.0,480,480,3.533333333333333
47243_15,videos_squat/47243_15.mp4,test,squat,no_annotated_error,False,False,[],[],0,70,30.0,480,480,2.3333333333333335
47248_1,videos_squat/47248_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,161,30.0,480,600,5.366666666666666
47251_1,videos_squat/47251_1.mp4,train,squat,knees_forward,True,False,"[[2.34, 3.04]]",[],1,95,30.0,480,600,3.1666666666666665
47257_5,videos_squat/47257_5.mp4,train,squat,knees_forward,True,False,"[[0.96, 2.11]]",[],1,74,30.0,480,600,2.466666666666667
47258_4,videos_squat/47258_4.mp4,train,squat,no_annotated_error,False,False,[],[],0,55,30.0,480,480,1.8333333333333333
47272_4,videos_squat/47272_4.mp4,train,squat,no_annotated_error,False,False,[],[],0,107,30.0,480,600,3.566666666666667
47274_1,videos_squat/47274_1.mp4,train,squat,knees_forward,True,False,"[[1.17, 4.49]]",[],1,145,30.0,480,600,4.833333333333333
47276_4,videos_squat/47276_4.mp4,train,squat,no_annotated_error,False,False,[],[],0,250,30.0,480,480,8.333333333333334
47277_5,videos_squat/47277_5.mp4,train,squat,knees_forward,True,False,"[[0.77, 1.69]]",[],1,77,30.0,480,480,2.566666666666667
47278_3,videos_squat/47278_3.mp4,train,squat,knees_inward,False,True,[],"[[2.18, 3.17]]",1,111,30.0,480,600,3.7
47279_1,videos_squat/47279_1.mp4,train,squat,knees_forward,True,False,"[[2.22, 4.16]]",[],1,132,30.0,480,270,4.4
47287_3,videos_squat/47287_3.mp4,train,squat,knees_forward,True,False,"[[2.29, 4.68]]",[],1,143,30.0,480,600,4.766666666666667
47288_2,videos_squat/47288_2.mp4,test,squat,knees_forward,True,False,"[[2.19, 3.31]]",[],1,151,30.0,480,480,5.033333333333333
47295_5,videos_squat/47295_5.mp4,test,squat,no_annotated_error,False,False,[],[],0,63,30.0,480,480,2.1
47300_4,videos_squat/47300_4.mp4,train,squat,knees_inward,False,True,[],"[[1.58, 3.32]]",1,125,30.0,480,600,4.166666666666667
47305_1,videos_squat/47305_1.mp4,train,squat,knees_forward,True,False,"[[4.28, 5.47]]",[],1,172,30.0,480,600,5.733333333333333
47315_4,videos_squat/47315_4.mp4,train,squat,knees_forward,True,False,"[[3.71, 4.71]]",[],1,149,30.0,480,480,4.966666666666667
47316_1,videos_squat/47316_1.mp4,train,squat,knees_forward,True,False,"[[0.47, 1.59]]",[],1,58,30.0,480,270,1.9333333333333333
47320_6,videos_squat/47320_6.mp4,test,squat,knees_forward,True,False,"[[1.54, 2.96]]",[],1,107,30.0,480,600,3.566666666666667
47321_4,videos_squat/47321_4.mp4,val,squat,no_annotated_error,False,False,[],[],0,86,30.0,480,480,2.8666666666666667
47326_5,videos_squat/47326_5.mp4,train,squat,no_annotated_error,False,False,[],[],0,90,30.0,480,600,3.0
47327_1,videos_squat/47327_1.mp4,val,squat,no_annotated_error,False,False,[],[],0,64,30.0,480,480,2.1333333333333333
47341_1,videos_squat/47341_1.mp4,train,squat,knees_forward,True,False,"[[0.85, 2.73]]",[],1,138,30.0,480,480,4.6
47346_1,videos_squat/47346_1.mp4,train,squat,knees_forward,True,False,"[[2.21, 4.74]]",[],1,149,30.0,480,480,4.966666666666667
47347_3,videos_squat/47347_3.mp4,test,squat,no_annotated_error,False,False,[],[],0,118,30.0,480,600,3.933333333333333
47351_5,videos_squat/47351_5.mp4,val,squat,no_annotated_error,False,False,[],[],0,111,30.0,480,480,3.7
47352_1,videos_squat/47352_1.mp4,train,squat,knees_forward,True,False,"[[2.12, 4.04]]",[],1,127,30.0,480,480,4.233333333333333
47370_1,videos_squat/47370_1.mp4,train,squat,knees_forward,True,False,"[[1.76, 2.36]]",[],1,77,30.0,480,600,2.566666666666667
47372_7,videos_squat/47372_7.mp4,train,squat,knees_forward,True,False,"[[2.16, 3.38]]",[],1,124,30.0,480,600,4.133333333333334
47376_13,videos_squat/47376_13.mp4,test,squat,knees_forward,True,False,"[[1.69, 2.52]]",[],1,82,30.0,480,480,2.7333333333333334
47396_1,videos_squat/47396_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[2.45, 3.22]]","[[1.82, 3.04]]",2,102,30.0,480,600,3.4
47403_2,videos_squat/47403_2.mp4,val,squat,knees_forward,True,False,"[[3.28, 3.72]]",[],1,120,30.0,480,600,4.0
47415_3,videos_squat/47415_3.mp4,train,squat,knees_forward,True,False,"[[2.74, 3.53]]",[],1,151,30.0,480,600,5.033333333333333
47419_1,videos_squat/47419_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[2.22, 4.02]]","[[1.67, 3.65]]",2,137,30.0,480,600,4.566666666666666
47423_1,videos_squat/47423_1.mp4,val,squat,multiple_annotated_errors,True,True,"[[0.69, 3.82]]","[[1.55, 3.41]]",2,122,30.0,480,480,4.066666666666666
47427_1,videos_squat/47427_1.mp4,train,squat,knees_forward,True,False,"[[1.1, 2.84]]",[],1,95,30.0,480,600,3.1666666666666665
47436_4,videos_squat/47436_4.mp4,train,squat,knees_forward,True,False,"[[1.13, 2.36]]",[],1,78,30.0,480,600,2.6
47437_4,videos_squat/47437_4.mp4,train,squat,no_annotated_error,False,False,[],[],0,95,30.0,480,480,3.1666666666666665
47438_1,videos_squat/47438_1.mp4,train,squat,knees_forward,True,False,"[[0.99, 1.85]]",[],1,84,30.0,480,480,2.8
47453_1,videos_squat/47453_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,126,30.0,480,270,4.2
47458_9,videos_squat/47458_9.mp4,train,squat,no_annotated_error,False,False,[],[],0,79,30.0,480,480,2.6333333333333333
47459_1,videos_squat/47459_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,90,30.0,480,480,3.0
47466_1,videos_squat/47466_1.mp4,train,squat,knees_forward,True,False,"[[0.77, 1.56], [2.14, 2.73]]",[],2,92,30.0,480,600,3.066666666666667
47476_4,videos_squat/47476_4.mp4,train,squat,knees_forward,True,False,"[[0.64, 2.91]]",[],1,103,30.0,480,600,3.433333333333333
47478_7,videos_squat/47478_7.mp4,test,squat,no_annotated_error,False,False,[],[],0,68,30.0,480,480,2.2666666666666666
47479_6,videos_squat/47479_6.mp4,val,squat,no_annotated_error,False,False,[],[],0,82,30.0,480,600,2.7333333333333334
47483_1,videos_squat/47483_1.mp4,val,squat,no_annotated_error,False,False,[],[],0,118,30.0,480,480,3.933333333333333
47485_5,videos_squat/47485_5.mp4,train,squat,no_annotated_error,False,False,[],[],0,100,30.0,480,480,3.3333333333333335
47487_2,videos_squat/47487_2.mp4,train,squat,knees_forward,True,False,"[[1.21, 3.33]]",[],1,109,30.0,480,600,3.6333333333333333
47501_2,videos_squat/47501_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,71,30.0,480,480,2.3666666666666667
47514_5,videos_squat/47514_5.mp4,train,squat,multiple_annotated_errors,True,True,"[[0.51, 1.41], [1.97, 4.4]]","[[1.57, 4.1]]",3,146,30.0,480,600,4.866666666666666
47519_1,videos_squat/47519_1.mp4,train,squat,knees_forward,True,False,"[[2.47, 4.04]]",[],1,204,30.0,480,264,6.8
47523_1,videos_squat/47523_1.mp4,train,squat,knees_forward,True,False,"[[1.82, 2.91]]",[],1,149,30.0,480,600,4.966666666666667
47525_3,videos_squat/47525_3.mp4,train,squat,knees_forward,True,False,"[[0.66, 1.82]]",[],1,61,30.0,480,480,2.033333333333333
47527_2,videos_squat/47527_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,119,30.0,480,600,3.966666666666667
47531_5,videos_squat/47531_5.mp4,train,squat,knees_forward,True,False,"[[1.16, 3.27]]",[],1,103,30.0,480,480,3.433333333333333
47534_1,videos_squat/47534_1.mp4,train,squat,knees_forward,True,False,"[[0.55, 3.27]]",[],1,109,30.0,480,480,3.6333333333333333
47535_3,videos_squat/47535_3.mp4,train,squat,no_annotated_error,False,False,[],[],0,193,30.0,480,480,6.433333333333334
47537_2,videos_squat/47537_2.mp4,train,squat,multiple_annotated_errors,True,True,"[[3.01, 4.2]]","[[2.51, 4.02]]",2,126,30.0,480,270,4.2
47544_2,videos_squat/47544_2.mp4,train,squat,knees_forward,True,False,"[[1.56, 3.12]]",[],1,100,30.0,480,600,3.3333333333333335
47548_1,videos_squat/47548_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,99,30.0,480,600,3.3
47559_3,videos_squat/47559_3.mp4,train,squat,no_annotated_error,False,False,[],[],0,109,30.0,480,480,3.6333333333333333
47565_1,videos_squat/47565_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,129,30.0,480,600,4.3
47569_11,videos_squat/47569_11.mp4,test,squat,no_annotated_error,False,False,[],[],0,76,30.0,480,480,2.533333333333333
47570_1,videos_squat/47570_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[2.68, 4.98]]","[[2.03, 4.38]]",2,156,30.0,480,600,5.2
47576_1,videos_squat/47576_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[0.67, 2.73]]","[[1.66, 2.34]]",2,86,30.0,480,270,2.8666666666666667
47578_1,videos_squat/47578_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,119,30.0,480,480,3.966666666666667
47582_8,videos_squat/47582_8.mp4,train,squat,knees_forward,True,False,"[[0.61, 1.97]]",[],1,71,30.0,480,480,2.3666666666666667
47587_2,videos_squat/47587_2.mp4,train,squat,knees_forward,True,False,"[[0.7, 3.41]]",[],1,106,30.0,480,600,3.533333333333333
47589_2,videos_squat/47589_2.mp4,train,squat,knees_forward,True,False,"[[0.64, 2.82]]",[],1,158,30.0,480,480,5.266666666666667
47591_2,videos_squat/47591_2.mp4,test,squat,knees_forward,True,False,"[[2.84, 3.5]]",[],1,137,30.0,480,480,4.566666666666666
47594_1,videos_squat/47594_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,105,30.0,480,480,3.5
47599_1,videos_squat/47599_1.mp4,test,squat,multiple_annotated_errors,True,True,"[[2.12, 2.78]]","[[1.75, 2.77]]",2,137,30.0,480,600,4.566666666666666
47614_1,videos_squat/47614_1.mp4,test,squat,knees_inward,False,True,[],"[[2.44, 3.47]]",1,119,30.0,480,600,3.966666666666667
47619_1,videos_squat/47619_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,87,30.0,480,270,2.9
47631_4,videos_squat/47631_4.mp4,train,squat,no_annotated_error,False,False,[],[],0,66,30.0,480,600,2.2
47636_1,videos_squat/47636_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[0.58, 4.61]]","[[1.48, 3.4]]",2,157,30.0,480,480,5.233333333333333
47642_2,videos_squat/47642_2.mp4,val,squat,no_annotated_error,False,False,[],[],0,142,30.0,480,600,4.733333333333333
47645_5,videos_squat/47645_5.mp4,train,squat,no_annotated_error,False,False,[],[],0,80,30.0,480,270,2.6666666666666665
47646_1,videos_squat/47646_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,79,30.0,480,600,2.6333333333333333
47649_1,videos_squat/47649_1.mp4,train,squat,no_annotated_error,False,False,[],[],0,157,30.0,480,600,5.233333333333333
47650_1,videos_squat/47650_1.mp4,val,squat,knees_forward,True,False,"[[5.9, 6.72]]",[],1,210,30.0,480,480,7.0
47658_6,videos_squat/47658_6.mp4,test,squat,multiple_annotated_errors,True,True,"[[0.94, 3.13]]","[[1.63, 2.82]]",2,118,30.0,480,600,3.933333333333333
47666_2,videos_squat/47666_2.mp4,test,squat,knees_forward,True,False,"[[1.06, 2.05], [2.46, 3.28]]",[],2,119,30.0,480,600,3.966666666666667
47672_4,videos_squat/47672_4.mp4,train,squat,knees_forward,True,False,"[[0.83, 2.13]]",[],1,74,30.0,480,600,2.466666666666667
47674_2,videos_squat/47674_2.mp4,train,squat,knees_forward,True,False,"[[0.85, 1.94]]",[],1,79,30.0,480,600,2.6333333333333333
47679_3,videos_squat/47679_3.mp4,val,squat,no_annotated_error,False,False,[],[],0,60,30.0,480,600,2.0
47681_1,videos_squat/47681_1.mp4,train,squat,knees_forward,True,False,"[[3.55, 4.96]]",[],1,158,30.0,480,480,5.266666666666667
47693_2,videos_squat/47693_2.mp4,test,squat,knees_forward,True,False,"[[1.97, 2.72]]",[],1,89,30.0,480,600,2.966666666666667
47695_4,videos_squat/47695_4.mp4,train,squat,knees_forward,True,False,"[[0.93, 2.53]]",[],1,83,30.0,480,600,2.7666666666666666
47703_2,videos_squat/47703_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,98,30.0,480,480,3.2666666666666666
47716_1,videos_squat/47716_1.mp4,train,squat,knees_forward,True,False,"[[2.44, 4.43]]",[],1,143,30.0,480,270,4.766666666666667
47717_1,videos_squat/47717_1.mp4,val,squat,knees_forward,True,False,"[[1.3, 3.99]]",[],1,148,30.0,480,480,4.933333333333334
47719_1,videos_squat/47719_1.mp4,val,squat,knees_forward,True,False,"[[1.13, 4.53]]",[],1,143,30.0,480,480,4.766666666666667
47732_1,videos_squat/47732_1.mp4,train,squat,multiple_annotated_errors,True,True,"[[0.74, 1.81], [3.07, 3.76]]","[[1.89, 3.4]]",3,119,30.0,480,480,3.966666666666667
47733_3,videos_squat/47733_3.mp4,train,squat,knees_forward,True,False,"[[1.68, 2.15]]",[],1,69,30.0,480,600,2.3
47735_2,videos_squat/47735_2.mp4,train,squat,multiple_annotated_errors,True,True,"[[0.69, 1.83]]","[[1.38, 2.26]]",2,93,30.0,480,480,3.1
47739_3,videos_squat/47739_3.mp4,train,squat,knees_forward,True,False,"[[0.93, 1.66]]",[],1,76,30.0,480,600,2.533333333333333
47742_2,videos_squat/47742_2.mp4,train,squat,no_annotated_error,False,False,[],[],0,63,30.0,480,600,2.1
47744_1,videos_squat/47744_1.mp4,train,squat,knees_forward,True,False,"[[4.32, 7.15]]",[],1,219,30.0,480,600,7.3
47750_4,videos_squat/47750_4.mp4,train,squat,no_annotated_error,False,False,[],[],0,98,30.0,480,600,3.2666666666666666
